Genes,Value1,Value2
E2f1,0.484265965,0.376779381
Erf,0.473375076,-0.640678985
Hsd11b2,0.472939477,1.715698746
Fndc3a,0.471914173,2.262589041
Psmd12,0.469453456,0.111931624
Twf1,0.468186643,12.64387946
Endog,0.468107975,0.637654081
Ltb4r1,0.466636796,-0.855741558
Polg2,0.464827433,2.656702603
Serpini1,0.464314967,0.547195838
Utp20,0.463473829,1.370479429
Cdc23,0.463327994,0.088515771
Mrps14,0.461698985,-0.233336311
Msh3,0.461306507,2.128976972
Ifng,0.458143637,0.238132058
Hoxb3,0.457534851,1.045243364
AI840826,0.455253334,0.914266822
Capn7,0.450958358,-0.59990295
Surf5,0.45075488,-1.731128704
Ccl11,0.450023935,-0.15811714
Ror2,0.44879875,-0.666755272
Rusc1,0.447988126,4.588049905
Sqle,0.447613627,1.789377587
Xab1,0.446015607,4.210116941
Nrl,0.442684174,-0.515069749
Vipr1,0.442443978,-3.35233325
Yipf4,0.440462041,2.126406939
Orc1l,0.439595113,0.247353713
Ivns1abp,0.439299931,0.430212721
Hr,0.437802048,-1.245100875
Zfp161,0.436722237,-0.00769052
Prkrir,0.435498161,1.051739792
Crabp1,0.433721982,2.722477664
Kcna5,0.431893736,-5.804006214
Thbs2,0.43180837,8.139359551
Cxcl4,0.429561785,-2.663298172
G6pc,0.423611108,0.620816143
Tcirg1,0.423262242,-0.209926188
Atp6ap2,0.421385726,0.882118138
Ntf3,0.419839949,-0.780342331
Elovl2,0.418679573,-0.818426857
Inpp5e,0.414944593,-0.61947137
Bub1,0.410975258,2.733860537
Habp2,0.406954416,2.412468425
Pcnt,0.406072804,0.489678264
Spast,0.400592465,2.222377891
Htr2c,0.398734228,1.096668604
Txnrd2,0.39709832,-2.797249279
Rad54l,0.396747324,1.170343498
Txn1,0.395710579,4.43870288
Lcat,0.395144082,-5.178199286
Ppp2r2a,0.395063976,-0.170292256
Zfp213,0.393984567,-0.465244468
Clpx,0.390435174,0.599828923
Hoxa11,0.39024151,1.078611271
Sst,0.389111438,1.317151377
Bid,0.387804713,1.780791534
Pcsk2,0.385381813,-0.092407805
Ptcra,0.385322489,-0.732547018
2810417H13Rik,0.382516785,4.600658034
Flot2,0.380144134,-2.130732241
Rars,0.380021925,1.834739766
Fcho1,0.377260373,1.81070291
Glg1,0.376578224,-0.512936407
Aip,0.375960101,-0.44527553
Tsc1,0.374532219,-0.982878187
Calb2,0.374488962,-0.639624733
Lag3,0.374011385,0.403804065
Npr1,0.372054443,-6.076738669
Slc6a2,0.371587113,-0.795904275
Fut7,0.369197074,0.839597121
Wnt7a,0.368654967,-3.094258466
Mgll,0.367879693,-2.629372948
Phkg2,0.366964293,0.158573737
Rab1,0.36366503,-2.496933273
Cd38,0.363076073,1.703983665
Snx17,0.360098657,-3.241262497
Eif4g2,0.359673219,0.493174894
Snn,0.358129399,-0.921818629
Psmc2,0.357651621,3.693982945
Tulp1,0.357025066,-2.332545463
Hrh1,0.355320304,-0.570460012
Alox8,0.355252285,-0.003181175
Slc6a1,0.354922004,0.380522647
Lsp1,0.354380379,-3.954821548
Rasgrp1,0.354274795,0.572472554
Adam2,0.353066579,0.97436661
Bclaf1,0.351580339,-0.854887132
Dkk1,0.350444868,0.634390827
Mid1,0.34825729,-0.224751801
Slc37a4,0.34798764,4.508688278
Lgr5,0.347929131,2.323112472
Nupr1,0.343678803,-5.275658719
Mlh1,0.343668332,-1.059277696
Timm17a,0.34233846,2.969851899
Nmu,0.341777642,1.821279656
Marcksl1,0.341454631,17.86372698
Polr2j,0.340797498,-0.213309027
Gna13,0.336506411,1.80084285
Fem1b,0.335602616,-1.503233749
Cdk5r2,0.332305112,1.36847575
Zfp36l1,0.332265459,0.884779556
Aqp7,0.33165028,1.879108188
Enpp1,0.331490395,2.370274627
Wdr45l,0.330948799,5.385124999
Cd2ap,0.329939091,15.40823374
Rrs1,0.327931085,7.359092256
Uqcrc2,0.321558518,1.73914171
Alox12,0.318417564,-0.028616379
Alx3,0.317237896,0.150710305
Fshb,0.316175017,-0.75081348
Arpc5,0.316073788,-2.240888544
Dyrk1b,0.312825067,-2.744820517
Arhgap1,0.310060654,0.405180062
Cryba1,0.309729719,0.410869158
Oaz1,0.309053427,-6.129045225
Slc35a1,0.308647851,-3.447584126
Sumo3,0.304023156,-0.038866918
Sdhd,0.298098333,0.546996786
Slc9a3r2,0.297900635,-1.30300704
Rln1,0.297359776,0.494119197
Ctsl,0.295828456,2.094279323
Phkg1,0.294394919,1.059759688
Eif3s5,0.291845519,1.431100514
Nrtn,0.289623512,0.518322601
Igfals,0.288951881,-2.247791251
Nefh,0.288886128,2.36653559
Fn1,0.287231795,-2.474037331
Chrne,0.286450031,1.122205984
Brca2,0.285571751,3.29652875
Psph,0.285501047,3.186869073
Ppp2r5e,0.284858216,5.130365695
Ints3,0.283286,0.135441151
Ppid,0.28185453,-1.057587859
Ythdf3,0.280358951,-0.074901752
Tubb2a,0.280264114,1.033452411
Prkdc,0.277463051,4.891312918
Dr1,0.276906968,2.424098076
Scg5,0.274671028,4.226680371
Rhoa,0.271323743,-6.250511316
Tlx2,0.27098526,1.828874493
Anxa5,0.269331979,-1.720548501
Spink4,0.269289177,2.001350763
Sema4f,0.267840732,0.219260283
Slbp,0.267312563,3.211203802
Tm9sf1,0.266933963,2.64147254
Zpbp,0.266331866,0.684597471
Ndufb7,0.265829947,1.937612533
Myl6,0.265225672,-6.848371433
Stat4,0.265055726,-1.180480419
Cacna1s,0.264810321,0.519529463
Insm1,0.263722337,2.141079541
Edil3,0.262164689,-1.106517843
Arfrp1,0.260691966,-0.288378022
Mtap7,0.259840772,0.486381693
Adra2c,0.259725672,0.024983304
Mrpl33,0.256715844,0.370202366
Hist1h1a,0.25373788,1.013285917
Camk2b,0.250839707,1.181644093
Ankrd28,0.247328837,-0.128656277
Usp24,0.246530473,-0.442098661
Prtn3,0.239886195,-0.026580585
Kif2c,0.238899234,8.808345397
Ctf1,0.238772051,-0.682427854
Plxna3,0.237838014,3.344864853
Clptm1,0.237114856,0.951314875
F8,0.236819116,-2.797619264
Ecgf1,0.235265811,-4.214962017
Ccl5,0.234583346,-1.244081528
Tap2,0.234357857,0.437530665
Tgm2,0.231945772,-5.052466213
Hoxb7,0.231899786,1.106735955
Map3k12,0.231674815,-1.060995452
Mybl2,0.231462113,6.138066278
Zfp354a,0.229892863,0.915676701
5031439G07Rik,0.224403187,0.919482212
Supt6h,0.223751094,-0.681652324
Ptpn21,0.223085384,-1.730569784
Ntsr2,0.222088794,2.60608775
Cyp7a1,0.221111104,0.171441003
Sgk,0.219927148,-1.398800784
Trh,0.219616741,-0.663904053
Son,0.218854084,-0.920570749
Ring1,0.21847258,-1.621753248
Inha,0.216597792,2.46504741
Myf6,0.214274548,0.983256324
Sec23ip,0.212410741,4.514656359
Epb4.2,0.210472863,0.400338975
Timp1,0.209605628,0.533668536
9530068E07Rik,0.209126857,0.247479257
Tnp2,0.20743792,0.259721518
Fzd6,0.206150679,0.713532678
Skil,0.204189324,1.300088965
Edd1,0.202700119,3.619481835
Nmbr,0.202633745,0.340076336
Mllt1,0.200785039,-2.497348097
Slc25a4,0.200773495,-2.145413319
Fzd2,0.199816383,1.540844911
Fastk,0.198457927,2.660291221
Cxcl9,0.197983374,2.572787048
Sult4a1,0.195640353,-0.800103985
Slc6a13,0.191986204,0.804598324
Itgal,0.190304292,-4.245247617
Actr3,0.190286151,1.209507719
Ugt8a,0.18926854,3.751878725
Cdc45l,0.18822575,1.742237219
Fabp3,0.187820411,-0.002502013
Fgf6,0.187730718,-0.146293894
Nrd1,0.187103209,2.358878601
Rsl1d1,0.186981546,2.035817112
Fcer1a,0.186969967,-3.116073531
Sae2,0.18546474,8.096774798
Ctnnal1,0.185309113,-5.266112392
Wdhd1,0.183800621,1.186860065
Eppb9,0.182293657,0.521520758
Pscdbp,0.180378069,-1.668141409
Tnip1,0.180124431,-0.895725576
Mcm5,0.179879767,3.16573213
Sephs1,0.179866793,-0.001990006
Rabac1,0.176180549,0.7502078
Cacybp,0.176104401,0.936659732
Wdtc1,0.17585959,0.059415528
Carm1,0.174967884,0.189957958
Ict1,0.173891583,4.803675235
Gpr3,0.173797348,-2.263545996
Pax2,0.170442645,0.85168245
Sars,0.170116074,-1.144361319
Myo1c,0.169319128,-4.566074453
Cbx7,0.169005292,-3.993974826
Spdef,0.168679445,-0.157830588
Psma4,0.166558136,1.571965715
Sfrp4,0.166509303,3.39611271
Msmb,0.165437295,3.512855195
Stx4a,0.16194987,-0.677679193
Dnajc9,0.16137117,1.342942574
Bckdk,0.160756481,1.217749732
Des,0.158827622,-5.294268592
Pax4,0.158420226,0.647899166
Slc19a1,0.157919936,-1.123444029
Pdap1,0.156348059,3.227422617
Efna1,0.155021602,1.979043599
Sstr5,0.154014731,-1.113171691
Icam5,0.151172628,-0.309708332
Trappc3,0.149983153,-0.202112129
Txndc9,0.149415177,3.936254171
Nr2c2,0.147996838,0.357971834
Tbcb,0.147418677,0.263632178
Ttpa,0.147363001,-0.031194137
Gba,0.146603814,3.301339748
Fstl1,0.146069609,5.963828733
Vps41,0.144767323,0.202616649
Six1,0.144409821,10.76978974
Ercc2,0.142349193,2.074165768
Lmo4,0.142017027,-1.320990988
Sult1b1,0.141901381,-0.084903782
Snrpc,0.141840398,1.67237553
Cdh13,0.141517869,-4.217715269
Stk4,0.140833285,0.23464098
Cryaa,0.138301555,0.578076075
Rgr,0.136858509,-1.077612419
Bcl3,0.136834631,0.070892011
Lipc,0.136150383,-0.521035913
Ensa,0.135394549,1.987126633
Kcnc1,0.135359458,0.051836742
Rab3a,0.133986637,0.295456609
Cetn1,0.133836517,0.185240253
Fau,0.132103509,1.018850251
Ptprm,0.131611946,-5.370625644
Exosc10,0.130556921,0.483612166
Tnf,0.12952725,-0.03951086
Pim2,0.129074303,5.525475325
Ssr2,0.128039346,2.368232261
Btbd3,0.12800427,-0.089477966
Dad1,0.121474023,-0.162329571
Il13ra1,0.119812356,2.37267246
Cd19,0.118127455,3.725312276
Rab33a,0.116944082,0.780816135
Was,0.116532991,-3.39693253
Slc5a6,0.114879566,6.697005252
Abcc5,0.114616738,4.329988248
Jarid2,0.113935736,-0.446913819
Stk11,0.110065957,1.090445884
Gabrd,0.109766589,-0.174861058
Ccl25,0.109386607,-0.246668712
Gas7,0.107886543,-4.262495301
Fah,0.106272334,-0.645789253
Serpinf2,0.105005883,0.810565968
Neurog3,0.104160915,-0.660662594
Aqp8,0.102256229,-0.660755608
Cox6b1,0.101928492,3.555402056
Ttc1,0.101227289,0.365720977
Nkx3-1,0.098874606,0.300356728
Recql5,0.096733035,-0.471096244
Vamp4,0.096706621,-1.997976417
Npepps,0.095212865,3.216648813
Mrps26,0.095079245,-0.287669854
Arnt2,0.094715108,0.158517847
Nhlh1,0.092790278,0.540249946
Tspyl4,0.092611834,0.563777409
Wfs1,0.087485909,-6.66381589
Tmem159,0.087450859,4.683066113
Dnase1l2,0.085482513,1.416207285
Abca4,0.08485165,1.154312765
Kcnn4,0.082670358,12.33375908
Ssrp1,0.082168609,2.184842603
Tcn2,0.07806186,-0.474904049
Cox4i1,0.077809344,0.012554288
Sdha,0.077692441,6.593530836
Tcerg1,0.075309188,2.229100941
Slc7a7,0.074758289,-7.321585545
Dlgap4,0.072586451,0.294071979
Lhcgr,0.070858679,-0.53813723
Ascl2,0.066377585,2.07811734
Hapln1,0.064906402,0.981878183
Ppard,0.064686168,0.523695156
Nos1,0.064494876,-0.572835174
Tnfrsf21,0.062255679,10.31069037
Pms2,0.061432325,4.50671515
Drd3,0.059962865,2.343532535
Sardh,0.059177152,-0.007717288
Gnmt,0.058012479,-1.652667998
Soat2,0.051497839,1.057770671
p,0.051119012,-0.769859479
Wnt5a,0.051037959,2.525576971
Edn3,0.050513048,-0.474735958
Ttk,0.049608913,8.412982285
Cyp26a1,0.048864222,1.241299614
Cox17,0.048823475,0.308633699
Ltk,0.048344839,0.430825459
Blvra,0.048166749,0.158103078
Tmprss2,0.047398088,-0.846516268
Eed,0.047372585,3.875022763
Pop4,0.046265763,0.184986823
Emid1,0.043185197,0.017214798
Skp1a,0.043098877,-1.596132815
Astn1,0.042809781,-0.965832203
Tgm3,0.042656301,0.859786191
Tpd52l1,0.04035002,-0.114895775
Hoxb13,0.039357781,1.989483746
Nfix,0.039169318,-1.4285116
Darc,0.038511393,-6.13545742
Matn3,0.037747026,-1.42760094
C1ql1,0.037480223,2.49799269
Gli1,0.037198799,-0.042114314
Emp1,0.034607851,-3.905210769
Clcc1,0.034097,0.879368021
Dusp2,0.033805395,-0.099879594
Mast2,0.033577946,0.543157502
Slc12a4,0.03345702,-2.700794548
Gsto1,0.033372889,-2.016228976
Ass1,0.032299753,3.120833572
Eif2s3x,0.031379872,2.436941665
Foxh1,0.029406606,-1.057972889
C9,0.029343645,0.275610759
Pex6,0.02897615,2.760299113
Flot1,0.028579009,-0.782867249
Lif,0.027562645,0.535206168
Alox15,0.027492283,1.104019108
Cse1l,0.02714286,4.294500143
Fert2,0.026659615,-0.274215594
Mfap4,0.02653382,-6.827732918
Pnliprp1,0.024816731,1.552447039
Vim,0.023936341,-9.878633038
Vhlh,0.023239188,5.710761178
B3galt2,0.023005473,-0.540054381
Thrap4,0.021888705,-1.079364806
Sntb2,0.021172353,-4.937005478
Ddx49,0.020553723,-0.076387637
Slc3a1,0.020445453,1.212036611
Fars2,0.019585788,0.017486254
Camp,0.019446983,-2.013406564
Csnk1g2,0.019177297,-1.748840097
Stx7,0.018565966,-2.953485443
Unc50,0.018003692,-0.141637635
Gip,0.014890713,0.807932202
Imp4,0.014326026,4.777803432
Nkx2-2,0.013610812,0.91732574
Grin2d,0.013275775,1.201386449
Xpc,0.009226378,-4.163803926
Ttc15,0.005294952,-0.156018146
Actl6b,0.004068334,0.464779727
Tmem1,0.003230154,-1.015912807
Usp12,0.003167605,-2.515410641
Barx2,0.002592709,3.475767644
Hpgd,0,-3.322659475
Lss,-1.48173E-05,0.195239474
Mapkbp1,-8.50005E-05,-2.401902619
Ibrdc3,-0.001491007,0.027980608
Kcnh1,-0.001981885,-1.510472488
Traf1,-0.002795202,0.408876928
Pard3,-0.003084394,3.362653709
Pax8,-0.003422902,-0.17578908
Prss7,-0.003702353,0.357122641
Kcnd1,-0.003817137,-2.508130863
Rac2,-0.004036092,-1.319340303
Furin,-0.004288167,1.768034443
Pgrmc2,-0.005111654,1.156167812
Arf5,-0.005190155,1.316872283
Tubb3,-0.00552678,4.039097611
Mapk13,-0.006011121,8.683272739
Bcl10,-0.006155716,1.104622979
Lamb2,-0.006512846,-4.850287818
Ppif,-0.009495019,1.298534937
Col9a2,-0.011766943,3.018508119
AA407659,-0.012647452,0.199575747
Serpinc1,-0.013650922,-0.473333833
Fbn1,-0.013729195,0.117976777
Anxa10,-0.015949143,2.732040274
Oprd1,-0.016420099,0.057294978
Bmpr1b,-0.016473033,0.37915731
Deaf1,-0.018990588,2.039941114
Wrn,-0.019857319,0.234609576
Gpr65,-0.021282225,-4.033045574
Ttn,-0.02157631,-2.393305051
Eif2s2,-0.023115442,5.838442973
Capn9,-0.023153598,-0.008500944
Bche,-0.023925017,-4.760336502
Stx1a,-0.024101725,4.480042389
Ntrk2,-0.024810437,-2.293236521
Trip12,-0.025016621,1.721414173
Gfra1,-0.025388048,-0.738786893
Slc1a6,-0.028225784,1.741942699
Dnajc11,-0.028682475,-0.088594827
Med12,-0.029516526,0.476640279
Pom121,-0.030058225,0.831642748
Mapk12,-0.030197311,0.489194921
Xrcc2,-0.030334212,1.496184417
Adam11,-0.030598183,-1.287798195
Clk3,-0.030692219,-0.737647822
Cd48,-0.031365505,-0.352183963
Slc6a4,-0.03344001,-1.819282267
Psen2,-0.033869861,0.026577366
Zfp185,-0.034211752,-0.187287469
Mt3,-0.03422091,-2.827032329
Fgf3,-0.035502957,0.209248597
Adsl,-0.036154489,0.683295742
Klra2,-0.037171281,-0.786427854
Btn1a1,-0.039037594,0.173011184
Pde6a,-0.039380778,-0.423229881
Eif4h,-0.040845582,0.093211201
Ncr1,-0.04124842,-1.478595881
Tsc22d1,-0.041308724,-1.852882123
Pitx1,-0.041513464,9.497102505
Prkab1,-0.045666082,1.110981627
Ndufa5,-0.046977229,0.744596599
Orc2l,-0.047916855,2.076482231
Hibch,-0.047920757,2.507625279
Cdc42ep4,-0.048654892,-3.289396111
Pak2,-0.04947867,3.056350282
Kin,-0.049695268,1.792519455
Id1,-0.051715694,-4.873009003
Cxcr3,-0.051876546,0.549453405
Col7a1,-0.052814002,3.132612996
Cryga,-0.053014417,-0.07002178
Rbm6,-0.053067975,-1.208591551
D0HXS9928E,-0.054568942,0.742705486
Tff1,-0.054740838,4.705309956
Guca2a,-0.055464909,-0.179251764
Spock1,-0.055769309,0.779098613
D10Jhu81e,-0.057103914,0.03106539
Parp2,-0.057270554,2.370563341
Fos,-0.05760999,-1.709380409
Gzma,-0.057707147,-0.385184111
Srpr,-0.058916787,1.252261425
Ywhaq,-0.059481685,2.794940278
Slc5a1,-0.060264387,0.4946018
Fxn,-0.061609603,0.342566922
D17Wsu92e,-0.061637701,0.064828689
Mat1a,-0.062137623,3.836275786
Gfra3,-0.063266763,2.171509829
Mmp16,-0.063803716,1.047060211
Nhej1,-0.064572773,2.109229735
Anapc13,-0.065340742,-0.830841567
Ramp3,-0.074149144,-3.605414746
Ccl4,-0.075003099,-0.969825693
Rcor1,-0.076245065,-0.499603042
Tnfaip8,-0.079351054,-0.516932262
Thumpd1,-0.082064358,-0.653342042
Map4k2,-0.082708737,-1.753991263
Cdh6,-0.08290479,-0.300906168
Csda,-0.084615443,-1.668187761
Rdh16,-0.087234236,1.21550222
Lfng,-0.088778191,0.700562544
Bcat1,-0.08918583,0.562293639
Sag,-0.091260447,-0.721775362
Inpp1,-0.091683782,-4.434399185
3100004P22Rik,-0.09346287,-0.26654006
Aatk,-0.094137139,-0.829907232
Syt1,-0.096304569,0.806712116
Ptprg,-0.09714508,-0.165542015
Myh8,-0.097918722,1.641890521
Ikbkb,-0.098785075,0.010330649
Gadd45g,-0.098827055,1.646908116
Itgav,-0.101778229,4.828231904
Tsc22d4,-0.102652752,0.316496509
Tcap,-0.102787845,1.178335412
Nfkbie,-0.103623198,1.31940508
Cd22,-0.109468671,-0.271471942
Dlx2,-0.110000274,3.064714415
Rad17,-0.113258026,1.002274733
Adra1b,-0.113696035,0.268008896
Sub1,-0.115040845,5.048112301
Srpk3,-0.116066354,5.016559895
Cdx2,-0.116487667,2.133527429
Ly6h,-0.119086976,-0.60025884
Fgf13,-0.124626605,1.683205523
Nbn,-0.125493792,0.069758656
Tcta,-0.125941303,-0.448318933
Max,-0.127201351,-1.114981036
Chrna7,-0.12742772,-0.616211133
Cox7a2,-0.132615891,1.681081147
Prkcz,-0.134172556,-3.670299243
Il8rb,-0.134972507,-1.702709048
Spag9,-0.137034732,-1.898001133
Fxr2,-0.138394212,-0.928601466
Masp2,-0.138680745,-0.47960056
Cdh8,-0.139091876,-1.025137589
Sim1,-0.142494785,0.508671735
Frap1,-0.143169344,1.207391815
Rps15,-0.144161664,0.043683182
Bysl,-0.144928469,4.414788393
D4Wsu53e,-0.144974613,-0.490801286
Ccnf,-0.147449575,4.790290716
Apobec1,-0.148046431,-0.560001132
Odf1,-0.149083542,0.555588294
Mast3,-0.150910371,-1.725036722
Cel,-0.152430464,2.233926689
Dnase1l1,-0.152634125,-0.943598172
Cbl,-0.15461411,0.160341325
Tshr,-0.15481858,1.212068555
Mapk9,-0.156580595,2.56613947
Serpinb8,-0.15839886,-1.44495615
Tbx6,-0.158427623,-0.561214443
Fgf5,-0.158634286,-0.149584019
Cox8a,-0.159613262,0.880072868
Pknox1,-0.159764619,0.096376249
Polr2c,-0.159865045,2.928475371
Gdf8,-0.162168109,0.176972936
Pttg1,-0.16281145,5.209761493
Mbd4,-0.163427816,1.911648064
Mark3,-0.164883045,-2.488124081
Ccnc,-0.169826714,2.59887391
Ahcyl1,-0.170260578,-0.715955094
Evi1,-0.172898804,0.909012715
Gcg,-0.175127987,0.37009872
Whsc2,-0.176299729,0.476834837
Blzf1,-0.177686099,0.114393685
Rfx1,-0.180033086,0.05448181
Akt2,-0.180847483,-0.996968567
Sele,-0.182904803,-1.382272958
Dffb,-0.183937112,0.854631095
Ccdc130,-0.184169362,-1.064173463
Ptprn2,-0.185038051,-1.612534861
Foxc2,-0.186715607,0.013998851
Mknk1,-0.188605596,-2.649727473
Dbt,-0.189649847,0.456486314
Selp,-0.190635589,-6.365505169
Ddx52,-0.192405892,5.104135328
R3hdm1,-0.193200706,5.629444336
Impa1,-0.194556151,0.832394309
Pax9,-0.195654354,1.437505332
Msc,-0.196727512,1.43851289
Ube3a,-0.196791466,-0.586758355
Polr2d,-0.196814689,3.907008316
Tmem183a,-0.197428455,4.563185956
Hbxip,-0.197840436,1.831970059
Acadm,-0.198029691,1.825262578
Mmp11,-0.199800071,7.259298466
Ptgdr,-0.200155352,0.942747025
Centb1,-0.201620811,-0.498840631
Kpna4,-0.201930292,2.73701115
Abcc3,-0.203831244,14.6286281
Aff1,-0.20413025,-2.781569616
Avpr2,-0.206201573,-2.880799714
Dnpep,-0.208317589,-0.589577121
Fzd9,-0.209431651,-0.33160705
Park7,-0.209472363,2.416035716
Apcs,-0.209896872,1.25055737
Mrpl9,-0.211014697,5.701081811
Thpo,-0.214174215,0.645670265
Dync1i1,-0.214389763,-0.343884146
Sart3,-0.215676682,0.412095788
Slc7a11,-0.21805392,2.261320357
Plrg1,-0.219379573,0.825804531
Wdr61,-0.21973336,0.383797388
Rap2ip,-0.220237635,2.247793629
Crhr2,-0.22342168,1.87282037
Nomo1,-0.223993196,2.375518566
Isl1,-0.226032473,0.796699325
Pip5k1b,-0.226225554,1.353298273
Rhoq,-0.226413315,-0.807511359
Gpr12,-0.229316638,0.303537268
Epx,-0.230835179,1.626848907
Cyp17a1,-0.233738945,-0.605603825
Plk2,-0.237248545,-0.549219504
Appbp1,-0.240178492,5.077786562
Cpsf4,-0.240194852,0.572514723
Pfkfb1,-0.241629174,2.284702902
Plk3,-0.242401313,-1.605406292
Rpa3,-0.249281281,4.387312407
Ksr1,-0.251291175,2.169746135
Ireb2,-0.251770162,-0.00238166
Cdx1,-0.253740101,0.948561893
Psma1,-0.25566128,4.056289456
Gabra1,-0.255716419,-0.572516559
Tpo,-0.258588309,0.898932585
Il1a,-0.260665026,0.211142406
Itga2b,-0.262187898,-0.544618531
Tubb4,-0.263141922,1.054315614
Mpo,-0.266839354,-0.410122438
Atg5,-0.269391131,-0.740733193
Itgb4,-0.269604157,10.70851405
Stc1,-0.271530254,-0.011910704
Rap1gds1,-0.273697854,1.364156685
Zfyve16,-0.274981557,-1.0335949
Bdkrb2,-0.27546209,0.424848032
Rrm2,-0.276313959,3.832950196
Ube2g1,-0.27793535,3.551351867
Ppp3cc,-0.279006054,-1.928270473
Vnn1,-0.279695288,0.634460059
Psmc3ip,-0.282386079,2.261120698
Rab3b,-0.285532566,1.185894551
Amfr,-0.285626411,0.077927803
Senp3,-0.28602521,-1.335021568
Tcl1,-0.28656575,0.885152496
Efna2,-0.288082861,-0.304224335
Arhgdib,-0.290091813,-2.843225844
Tubg1,-0.293291978,6.565998878
Gtf2f2,-0.293601496,2.131936224
Tacr2,-0.298422896,-1.289779175
Tmem123,-0.299847801,4.689909612
Magi2,-0.301929874,2.93782959
Ugt1a7c,-0.302288945,3.736572708
Cckbr,-0.304640559,-1.167370715
Ulk1,-0.307165257,3.51280316
Cd96,-0.307295452,-0.121669275
Ptpn20,-0.307751105,0.289360174
Wwc1,-0.307993756,-2.100046048
Fgfr1,-0.313069795,-4.356490231
Dazap2,-0.314997226,-2.575924195
Tmem59,-0.319131431,0.176436134
Traip,-0.320016413,-0.314853598
Col19a1,-0.322160334,0.409446935
Fbp1,-0.323557724,-5.697198582
Chrnd,-0.332074253,0.543075174
Icos,-0.33334766,-0.374425776
Tnni1,-0.335097299,2.197488719
Ubc,-0.336186905,-2.469822458
Spnb3,-0.338497874,6.446023063
Aars,-0.339030239,6.739886009
Cops3,-0.341767284,-1.254598661
Akap2,-0.342661071,-6.356832137
Atf5,-0.344841551,2.234360223
Bmp10,-0.347043312,0.691793614
Kif1a,-0.349019117,0.137059643
Il12rb2,-0.350749354,-0.052816318
Adam15,-0.351125493,0.97290967
Tbce,-0.351452055,4.152080555
2700085E05Rik,-0.351966369,0.551022463
Ptprn,-0.353549544,0.747103427
Ndufb3,-0.353819756,6.313942034
Lrrc6,-0.353960759,0.5441014
Kcnj9,-0.354462551,0.06078238
Cdh15,-0.357679181,-0.339499335
Dync1h1,-0.361070268,-0.639300513
Il15ra,-0.361147886,-3.029994851
Kcnab2,-0.366882065,-6.151568378
Utf1,-0.3668997,-0.259812129
Rere,-0.367577354,-2.398683156
Mgat3,-0.367783047,-2.673032348
Gabarapl1,-0.368072963,-3.655885702
Aldh3a1,-0.368716996,2.32036195
Cnn1,-0.373722077,-4.580655754
Slc6a15,-0.374703017,0.283107515
Per1,-0.377440981,-4.515122298
Nfatc2ip,-0.382927728,-0.313469076
Kif2a,-0.384803779,6.925184152
Kcnj12,-0.387596902,-0.768038045
Slc22a6,-0.388241844,-0.174948086
Usp2,-0.39388979,0.087197182
Nnmt,-0.394697518,-0.178976267
Uros,-0.401931463,1.481335643
Col6a3,-0.40300701,0.385566124
Cst7,-0.403564834,-2.573942418
Mbd1,-0.407840137,1.531976731
Aff2,-0.407967339,2.000378046
Tcea2,-0.409227735,-0.508808297
Myf5,-0.411641444,0.584794326
Bcas2,-0.411844746,0.053327087
Bapx1,-0.41283192,0.058506571
Casp6,-0.413330328,9.616099981
Acy1,-0.414338801,1.240098569
Ptpn12,-0.414809614,-0.372101619
Sox13,-0.415915888,-3.913363565
Mrpl49,-0.417561756,3.493060148
Bzrpl1,-0.420231391,0.00941689
Coch,-0.420686282,0.415724533
Stxbp3a,-0.420855977,-0.19487655
Mtrf1l,-0.422742866,0.546729078
Tmem5,-0.423969408,7.041260254
Pcp4,-0.426510178,7.133635763
Pfn2,-0.426955629,11.18076019
Pgf,-0.427042243,1.413454956
Cox5a,-0.427582578,5.836216849
Gbas,-0.431780816,2.489933961
Sycp1,-0.433702387,0.104102505
Tead1,-0.434923988,-0.032876216
Adcy2,-0.436395553,-1.234169126
Wdr42a,-0.436746805,-1.155269691
Krt10,-0.440351382,3.653612141
Cd8a,-0.440805217,-0.721835344
Chgb,-0.443316302,0.939405847
Arhgdia,-0.443559504,-1.111798881
Cdc16,-0.443877547,0.232379614
Xpo6,-0.445055224,0.748907781
Gpaa1,-0.445898016,1.849783107
Oprk1,-0.446486438,1.240720271
Rad51ap1,-0.446972158,0.18318292
Myt1,-0.448046915,-1.304700465
Mapk3,-0.448335415,-0.256201098
Gbe1,-0.45396227,-1.323605858
Nr0b1,-0.454436058,2.418080737
Cebpz,-0.457337721,1.964106098
Gata6,-0.458923234,-3.178069665
Rnf103,-0.460454633,0.260596553
Sox5,-0.460664149,-3.839768532
Ghrhr,-0.461183209,0.352826619
Dpysl2,-0.462605999,-8.303317411
Cited1,-0.463129336,1.674108816
Gcnt2,-0.46447441,-0.202070024
Urm1,-0.465454944,-0.176980686
Rac3,-0.466617071,4.690673751
Dag1,-0.466756432,-0.806196976
Pdia5,-0.469189115,2.967779324
Hnrpa1,-0.472163304,0.297890236
Oat,-0.474429925,11.6967492
Cpne6,-0.47463124,0.32178398
Dscr3,-0.475201799,-1.151199844
Clcnka,-0.477173445,0.091387215
Pou5f1,-0.478117634,5.40405108
Avpr1a,-0.479150076,-0.159684708
Hpxn,-0.482798194,-0.266056683
Sh3gl2,-0.484707916,-0.009224352
Cldn8,-0.486794315,1.264179371
