Q94793	GO:0003735; GO:0005840; GO:0006412; GO:0019843
A0A0B2V3Y7	GO:0005524; GO:0005739; GO:0016740; GO:0030956; GO:0032543; GO:0050567; GO:0070681
A0A0B2VMJ4	GO:0005634; GO:0006355; GO:0043565
A0A0B2VP66	GO:0016021
A0A0B2VI27	GO:0005525; GO:0005622; GO:0007264
A0A0B2VZP0	GO:0003700; GO:0005634; GO:0008270
A0A0B2W1H0	GO:0000178; GO:0006396
A0A0B2USZ2	GO:0005740; GO:0016021
A0A0B2VNX5	GO:0016651; GO:0048038; GO:0051287
A0A0B2V1Q1	GO:0051260
A0A0B2W646	GO:0016021
A0A0B2UXB4	GO:0000786; GO:0003677; GO:0005634
A0A0B2VLE7	GO:0006457; GO:0016272
A0A0B2W5Y8	GO:0000123; GO:0016573
A0A0B2UU29	GO:0007517; GO:0016012; GO:0016021
A0A0B2V237	GO:0016021
A0A0B2VCT6	GO:0005856
B2REP5	GO:0004129; GO:0005507; GO:0005739; GO:0016021; GO:0022900
A0A0B2VI53	GO:0016021
A0A0B2UW02	GO:0005623; GO:0045454; GO:0051920
A0A0B2UVC6	GO:0005581; GO:0016021; GO:0042302
A0A0B2USN7	GO:0046872
A0A0B2VR60	GO:0016491
A0A0B2VG30	GO:0003677; GO:0003713; GO:0005634
A0A0B2VEU3	GO:0003735; GO:0005840; GO:0006412
A0A0B2VCM1	GO:0005739; GO:0016021; GO:0033617
A0A0B2VLK0	GO:0005840
A0A0B2VUM4	GO:0016021
A0A0B2W2I8	GO:0003735; GO:0005840; GO:0006412
A0A0B2V8K7	GO:0016301
A0A0B2UWZ9	GO:0016021
A0A0B2VTK6	GO:0006396; GO:0019013; GO:0030529
A0A0B2VKK9	GO:0000166; GO:0003677
A0A0B2UUI8	GO:0006633; GO:0016021; GO:0102336; GO:0102337; GO:0102338
A0A0B2W7A0	GO:0016021
A0A0B2W0F0	GO:0016021
A0A0B2V422	GO:0005634
A0A0B2VLV3	GO:0005840
A0A0B2VK10	GO:0000178; GO:0003723
A0A0B2UYP8	GO:0006633; GO:0016021; GO:0102336; GO:0102337; GO:0102338
A0A0B2UWT0	GO:0003735; GO:0005840; GO:0006412
A0A0B2W1S1	GO:0003735; GO:0006412; GO:0015934
A0A0B2VMN8	GO:0005509
A0A0B2W4U5	GO:0005509; GO:0007229
A0A0B2VTR0	GO:0016020; GO:0016651; GO:0051539
A0A0B2UNG9	GO:0006001; GO:0042132
A0A0B2VHY7	GO:0003735; GO:0005840; GO:0006412
A0A0B2VA06	GO:0004386
A0A0B2VI15	GO:0005525; GO:0005622; GO:0007264; GO:0016020
A0A0B2VDL1	GO:0003723
A0A0B2VD48	GO:0070403
A0A0B2VRQ5	GO:0006486; GO:0008417; GO:0016021; GO:0032580
A0A0B2V851	GO:0016021
A0A0B2UTP7	GO:0004725
A0A0B2VP16	GO:0016021
A0A0B2VWW0	GO:0016758
A0A0B2VKW7	GO:0009055
A0A0B2V8B5	GO:0042981
A0A0B2VM09	GO:0016021
A0A0B2VAR9	GO:0006810; GO:0016021
A0A0B2UU73	GO:0016021; GO:0055085
A0A0B2W124	GO:0003700; GO:0005634; GO:0043565
A0A0B2VCN2	GO:0004930; GO:0016021
A0A0B2VBC3	GO:0015991; GO:0033178; GO:0046961
A0A0B2VWG3	GO:0005267; GO:0016021
A0A0B2VVD9	GO:0004129; GO:0005751; GO:0016021
A0A0B2W0S1	GO:0016021
A0A0B2UUH4	GO:0003746
A0A0B2V8S4	GO:0016021
A0A0B2VZ71	GO:0005615
A0A0B2VGU7	GO:0004672; GO:0005524
B2REP8	GO:0005739; GO:0016021
A0A0B2UUT1	GO:0016021
A0A0B2V6Z4	GO:0007606; GO:0016021
A0A0B2VVH3	GO:0003714
A0A0B2W572	GO:0016021
A0A0B2V4C8	GO:0004672; GO:0005524
A0A0B2V3D1	GO:0016021
A0A0B2VGR1	GO:0007017; GO:0030286
A0A0B2W0F9	GO:0003743
A0A0B2UZS6	GO:0042254
A0A0B2VCJ7	GO:0016491
A0A0B2VTU8	GO:0016021
A4GZP7	GO:0005743; GO:0008137; GO:0016021
A0A0B2VME2	GO:0004930; GO:0016021
A0A0B2VRB7	GO:0003964
A0A0B2W3Z0	GO:0005747; GO:0006120
A0A0B2V0L2	GO:0007021; GO:0007023
A0A0B2UNK8	GO:0006396; GO:0019013; GO:0030529
A0A0B2VSP0	GO:0003676; GO:0046872
A0A0B2VQ96	GO:0005634; GO:0006333
A0A0B2W5R0	GO:0005525; GO:0005622; GO:0007264
A0A0B2UST0	GO:0004322; GO:0005623; GO:0006826; GO:0006879; GO:0008199
A0A0B2V0Q7	GO:0003677; GO:0003700
A0A0B2V8D3	GO:0004069; GO:0006520; GO:0009058; GO:0030170; GO:0080130
A0A0B2W326	GO:0003723; GO:0003735; GO:0006412; GO:0015935
A0A0B2VI45	GO:0004930; GO:0016021
A0A0B2VRW8	GO:0016021
A0A0B2W5A3	GO:0005581; GO:0016021; GO:0042302
A0A0B2V6N1	GO:0016021
A0A0B2VJ45	GO:0043066
A0A0B2VIH0	GO:0005581; GO:0016021; GO:0042302
A0A0B2VYQ2	GO:0003735; GO:0005840; GO:0006412
A0A0B2VPB8	GO:0004930; GO:0016021
A0A0B2V888	GO:0007165
A0A0B2VFP4	GO:0008270
A0A0B2V3C0	GO:0006886; GO:0016192; GO:0030123
A0A0B2W5Q7	GO:0003746; GO:0003924; GO:0005525; GO:0005737
A0A0B2VYY6	GO:0016021
A0A0B2VCA2	GO:0003824
A0A0B2UMC1	GO:0003924; GO:0005047; GO:0005525; GO:0005785; GO:0006614
A0A0B2URX8	GO:0005509
A0A0B2V8J5	GO:0016021
A0A0B2VW94	GO:0016787
A0A0B2V880	GO:0005215; GO:0005743; GO:0016021; GO:0055085
A0A0B2UYT6	GO:0003700; GO:0005634; GO:0008270; GO:0043565
A0A0B2V733	GO:0005615
A0A0B2VY20	GO:0006511; GO:0016579; GO:0036459
A0A0B2UY32	GO:0004930; GO:0016021
A0A0B2VR75	GO:0016021
A0A0B2VVH7	GO:0016021; GO:0055085
A0A0B2VJW3	GO:0016787
A0A0B2UU19	GO:0007034
A0A0B2VD40	GO:0003723
A0A0B2VSJ0	GO:0004674; GO:0005524
A0A0B2VLK6	GO:0000062
A0A0B2UN68	GO:0000124; GO:0003713; GO:0005643; GO:0006368; GO:0006406; GO:0015031; GO:0016578; GO:0045893; GO:0070390; GO:0071819
A0A0B2UX56	GO:0016021
A0A0B2VXE7	GO:0005615
A0A0B2V4D0	GO:0003743; GO:0006366
A0A0B2UP85	GO:0003700; GO:0005634; GO:0043565
A0A0B2W4N5	GO:0004631; GO:0005524; GO:0005737; GO:0006695
A0A0B2UUK2	GO:0005581; GO:0016021; GO:0042302
A0A0B2VTJ9	GO:0008168; GO:0046872
A0A0B2VAK4	GO:0006511; GO:0016301
A0A0B2VVZ5	GO:0005634; GO:0006355; GO:0043565
A0A0B2W1H8	GO:0005525; GO:0005622; GO:0007264
A0A0B2VT71	GO:0003700; GO:0005634; GO:0006351; GO:0043565
A0A0B2VE81	GO:0003723; GO:0003735; GO:0006412; GO:0015934; GO:0016740
A4Q825	GO:0005739; GO:0008137; GO:0016021; GO:0042773
A0A0B2USD8	GO:0034464
A0A0B2VAD3	GO:0004712; GO:0005524; GO:0007093; GO:0051304
A0A0B2V7R8	GO:0016021
A0A0B2V5L4	GO:0016021
A0A0B2VQ41	GO:0005525; GO:0005622; GO:0007264; GO:0016021
A0A0B2VF99	GO:0000774; GO:0005759; GO:0006457
A0A0B2UW35	GO:0003700; GO:0043565
A0A0B2UV81	GO:0016021
A0A0B2VA52	GO:0005524
A0A0B2VSY6	GO:0004674; GO:0005524
A0A0B2UX14	GO:0003677
A0A0B2VL35	GO:0072546
A0A0B2VMZ1	GO:0005975; GO:0016757
A0A0B2VNE5	GO:0000786; GO:0003677; GO:0005634
A0A0B2VV25	GO:0003676; GO:0046872
